vendor,area,site_name,installed_capacity,latitude,longitude
GROWATT,UPC-06,SRB0008-NB1P5,5.08,14.57167,100.98556
GROWATT,UPC-06,ATG6709-NB1P5,5,14.51371,100.4291
GROWATT,UPC-06,NKW6727-NB1P5,5,15.795,100.051
GROWATT,UPC-06,NKW6738-NB1P5,5,15.658958,99.603906
GROWATT,UPC-06,NKW6744-NB1P5,5,15.749,99.538
GROWATT,UPC-06,NKW6745-NB1P5,5,15.712,99.466
GROWATT,UPC-06,SRB7113-NB1P5,5,14.3124,100.83819
GROWATT,UPC-06,NKW8612-NB1P5,4.92,14.765275,102.167271
GROWATT,UPC-06,AYT0024-NB1P4,4.1,14.33,100.298
GROWATT,UPC-06,AYT0041-NB1P4,4.1,14.23,100.273
GROWATT,UPC-06,AYT1002-NB1P5,4.1,14.505,100.65
GROWATT,UPC-06,NKW1904-NB1P4,4.1,15.172,100.419
GROWATT,UPC-06,NKW1906-NB1P4,4.1,15.661,100.506
GROWATT,UPC-06,NKW1907-NB1P4,4.1,15.67,99.648
GROWATT,UPC-06,NKW1908-NB1P4,4.1,15.991,100.013
GROWATT,UPC-06,NKW1930-NB1P4,4.1,15.75,100.141
GROWATT,UPC-06,NKW6716-NB1P4,4.1,15.528,100.481
GROWATT,UPC-06,NKW6731-NB1P4,4.1,15.988,99.965
GROWATT,UPC-06,NKW6734-NB1P4,4.1,15.806,99.819
GROWATT,UPC-06,NKW6748-NB1P4,4.1,15.211,100.416
GROWATT,UPC-06,NKW6751-NB1P4,4.1,15.648,100.199
GROWATT,UPC-06,NKW6757-NB1P4,4.1,15.47,100.17
GROWATT,UPC-06,NKW6771-NB1P4,4.1,15.823,100.085
GROWATT,UPC-06,NKW6779-NB1P4,4.1,15.926,100.296
GROWATT,UPC-06,NKW6785-NB1P4,4.1,15.803,100.683
GROWATT,UPC-06,NKW6791-NB1P4,4.1,15.997,100.07
GROWATT,UPC-06,NKW6797-NB1P4,4.1,15.587,100.452
GROWATT,UPC-06,NKW7145-NB1P4,4.1,15.527,100.649
GROWATT,UPC-06,ATG0004-NB1P4,4.08,14.6606,100.4055
GROWATT,UPC-06,ATG0008-NB1P4,4.08,14.6083,100.245
GROWATT,UPC-06,ATG0014-NB1P4,4.08,14.545,100.451
GROWATT,UPC-06,ATG1503-NB1P4,4.08,14.67594,100.34908
GROWATT,UPC-06,ATG1531-NB1P4,4.08,14.73071,100.27611
GROWATT,UPC-06,ATG1532-NB1P4,4.08,14.53183,100.29987
GROWATT,UPC-06,ATG6701-NB1P4,4.08,14.60074,100.4743
GROWATT,UPC-06,ATG6706-NB1P4,4.08,14.6151,100.29625
GROWATT,UPC-06,ATG6708-NB1P4,4.08,14.69253,100.41559
GROWATT,UPC-06,ATG6715-NB1P4,4.08,14.60377,100.39235
GROWATT,UPC-06,ATG6717-NB1P4,4.08,14.68646,100.2608
GROWATT,UPC-06,ATG6719-NB1P4,4.08,14.7289,100.24137
GROWATT,UPC-06,ATG6720-NB1P4,4.08,14.78907,100.23102
GROWATT,UPC-06,AYT1406-NB1P4,4.08,14.35167,100.577393
GROWATT,UPC-06,AYT1506-NB1P4,4.08,14.368,100.412
GROWATT,UPC-06,AYT6712-NB1P4,4.08,14.287,100.526
GROWATT,UPC-06,AYT6726-NB1P4,4.08,14.40861,100.47472
GROWATT,UPC-06,AYT6727-NB1P4,4.08,14.35167,100.577393
GROWATT,UPC-06,AYT6740-NB1P4,4.08,14.50167,100.63417
GROWATT,UPC-06,AYT6761-NB1P4,4.08,14.407,100.4
GROWATT,UPC-06,AYT8570-NB1P4,4.08,14.448,100.547
GROWATT,UPC-06,AYT8595-NB1P4,4.08,14.404,100.548
GROWATT,UPC-06,AYT8612-NB1P4,4.08,14.318,100.777
GROWATT,UPC-06,AYT8613-NB1P4,4.08,14.267,100.352
GROWATT,UPC-06,AYT8620-NB1P4,4.08,14.606,100.579
GROWATT,UPC-06,CNT1901-NB1P4,4.08,15.18636,100.123528
GROWATT,UPC-06,CNT1903-NB1P4,4.08,15.18611,100.12333
GROWATT,UPC-06,CNT1905-NB1P4,4.08,15.063625,100.234523
GROWATT,UPC-06,CNT6702-NB1P4,4.08,15.34,100.105
GROWATT,UPC-06,CNT6706-NB1P4,4.08,14.961,100.165
GROWATT,UPC-06,CNT6709-NB1P4,4.08,15.035217,100.112241
GROWATT,UPC-06,CNT6710-NB1P4,4.08,15.17083,100.05361
GROWATT,UPC-06,CNT6711-NB1P4,4.08,15.272213,99.822506
GROWATT,UPC-06,CNT6713-NB1P4,4.08,15.234,100.049
GROWATT,UPC-06,CNT6714-NB1P4,4.08,15.169592,100.193545
GROWATT,UPC-06,CNT6722-NB1P4,4.08,15.35,100.17
GROWATT,UPC-06,CNT6723-NB1P4,4.08,15.18636,100.123528
GROWATT,UPC-06,CNT6727-NB1P4,4.08,15.147,100.294
GROWATT,UPC-06,CNT6736-NB1P4,4.08,15.110456,100.261137
GROWATT,UPC-06,LBR0032-NB1P4,4.08,15.258,101.126
GROWATT,UPC-06,LBR1503-NB1P4,4.08,15.04995,100.57072
GROWATT,UPC-06,LBR1505-NB1P4,4.08,14.97501,100.58413
GROWATT,UPC-06,LBR1531-NB1P4,4.08,14.8141,100.48069
GROWATT,UPC-06,LBR1532-NB1P4,4.08,14.75,100.506
GROWATT,UPC-06,LBR6701-NB1P4,4.08,14.71291,100.59752
GROWATT,UPC-06,LBR6707-NB1P4,4.08,15.32383,101.10824
GROWATT,UPC-06,LBR6711-NB1P4,4.08,15.29557,100.62344
GROWATT,UPC-06,LBR6713-NB1P4,4.08,15.10969,100.711017
GROWATT,UPC-06,LBR6727-NB1P4,4.08,15.02866,100.68794
GROWATT,UPC-06,LBR6735-NB1P4,4.08,14.77092,100.66565
GROWATT,UPC-06,LBR6739-NB1P4,4.08,15.23666,101.24313
GROWATT,UPC-06,LBR6753-NB1P4,4.08,14.72931,100.50775
GROWATT,UPC-06,LBR6757-NB1P4,4.08,14.8943,100.59407
GROWATT,UPC-06,LBR6759-NB1P4,4.08,14.88539,100.94906
GROWATT,UPC-06,LBR6792-NB1P4,4.08,14.9458,100.58
GROWATT,UPC-06,NKW1925-NB1P4,4.08,15.41165,100.13764
GROWATT,UPC-06,NKW6732-NB1P4,4.08,15.924,99.93
GROWATT,UPC-06,NKW6733-NB1P4,4.08,15.42914,100.23668
GROWATT,UPC-06,NKW6737-NB1P4,4.08,15.966667,99.933333
GROWATT,UPC-06,NKW6766-NB1P4,4.08,15.872,100.482
GROWATT,UPC-06,NKW6777-NB1P4,4.08,14.335739,100.613531
GROWATT,UPC-06,NKW6800-NB1P4,4.08,15.903,99.784
GROWATT,UPC-06,NKW8540-NB1P4,4.08,15.317554,100.480551
GROWATT,UPC-06,SBR0009-NB1P4,4.08,15.0519,100.329
GROWATT,UPC-06,SBR0015-NB1P4,4.08,15.049053,100.30515
GROWATT,UPC-06,SBR0017-NB1P4,4.08,14.3435,100.999
GROWATT,UPC-06,SBR6705-NB1P4,4.08,15.004474,100.331293
GROWATT,UPC-06,SBR6706-NB1P4,4.08,14.98215,100.40252
GROWATT,UPC-06,SBR6708-NB1P4,4.08,14.90048,100.21971
GROWATT,UPC-06,SBR6709-NB1P4,4.08,14.826689,100.266134
GROWATT,UPC-06,SBR6711-NB1P4,4.08,14.901842,100.383547
GROWATT,UPC-06,SBR6713-NB1P4,4.08,14.871,100.288
GROWATT,UPC-06,SBR6715-NB1P4,4.08,14.70856,100.89621
GROWATT,UPC-06,SBR6716-NB1P4,4.08,15.0132,100.26478
GROWATT,UPC-06,SBR7105-NB1P4,4.08,14.772,100.449
GROWATT,UPC-06,SBR8520-NB1P4,4.08,14.854,100.444
GROWATT,UPC-06,SRB1203-NB1P4,4.08,14.877,101.266
GROWATT,UPC-06,SRB1523-NB1P4,4.08,14.93456,101.42882
GROWATT,UPC-06,SRB1532-NB1P4,4.08,14.90227,101.397417
GROWATT,UPC-06,SRB1536-NB1P4,4.08,14.85876,101.21165
GROWATT,UPC-06,SRB6701-NB1P4,4.08,14.53333,100.91667
GROWATT,UPC-06,SRB6717-NB1P4,4.08,14.7022,100.7521
GROWATT,UPC-06,SRB6720-NB1P4,4.08,14.53333,100.916672
GROWATT,UPC-06,SRB6739-NB1P4,4.08,14.590696,100.933015
GROWATT,UPC-06,SRB6740-NB1P4,4.08,14.648,100.965
GROWATT,UPC-06,SRB6741-NB1P4,4.08,14.60783,101.18752
GROWATT,UPC-06,SRB6747-NB1P4,4.08,14.719,100.6806
GROWATT,UPC-06,SRB8576-NB1P4,4.08,14.7067,100.86
GROWATT,UPC-06,UTT6700-NB1P4,4.08,15.04527,99.47817
GROWATT,UPC-06,UTT6705-NB1P4,4.08,15.233992,99.515095
GROWATT,UPC-06,UTT6714-NB1P4,4.08,15.20217,99.47124
GROWATT,UPC-06,UTT6741-NB1P4,4.08,15.512448,99.68787
GROWATT,UPC-06,UTT6742-NB1P4,4.08,15.5987,99.68086
GROWATT,UPC-06,UTT8502-NB1P4,4.08,15.33173,100.076835
GROWATT,UPC-06,ATG6702-NB1P4,4,14.51858,100.3638
GROWATT,UPC-06,ATG6712-NB1P4,4,14.56995,100.46812
GROWATT,UPC-06,ATG6722-NB1P4,4,14.51551,100.2479
GROWATT,UPC-06,AYT6734-NB1P4,4,14.19876,100.45394
GROWATT,UPC-06,AYT6735-NB1P4,4,14.297,100.459
GROWATT,UPC-06,AYT6760-NB1P4,4,14.463,100.32
GROWATT,UPC-06,CNT6724-NB1P4,4,14.958935,100.068629
GROWATT,UPC-06,NKW1813-NB1P4,4,15.885,99.603
GROWATT,UPC-06,NKW6782-NB1P4,4,15.91639,100.24498
GROWATT,UPC-06,SBR0004-NB1P4,4,14.807954,100.36246
GROWATT,UPC-06,SBR6008-NB1P4,4,14.885,100.314
GROWATT,UPC-06,SRB0027-NB1P4,4,14.3124,100.83819
GROWATT,UPC-06,UTT6701-NB1P4,4,15.32241,99.9297
GROWATT,UPC-06,UTT6720-NB1P4,4,15.566814,99.801561
GROWATT,,NKR2392-NB1P5,5,14.526,102.25
GROWATT,UPC-03,KKN1962-NB1P5,6,16.511174,102.684566
GROWATT,UPC-03,NKP7263-NB1P5,5.74,17.5456,104.62289
GROWATT,UPC-03,KLS8539-NB1P5,5.18,16.93167,103.5412
GROWATT,UPC-03,NBL8521-NB1P5,5.18,17.4135,102.01431
GROWATT,UPC-03,NKI6710-NB1P5,5.18,18.08439,103.25892
GROWATT,UPC-03,SKN1902-NB1P5,5.18,17.21306,104.04823
GROWATT,UPC-03,SKN1906-NB1P5,5.18,17.36142,103.72006
GROWATT,UPC-03,SKN6754-NB1P5,5.18,17.1686,104.10816
GROWATT,UPC-03,SKN8548-NB1P5,5.18,17.857,103.574
GROWATT,UPC-03,NKP1611-NB1P5,5.1,17.3871,104.73279
GROWATT,UPC-03,SKN1944-NB1P5,5.1,17.28009,103.99624
GROWATT,UPC-03,SKN6709-NB1P5,5.1,17.39283,104.38327
GROWATT,UPC-03,SKN6724-NB1P5,5.1,17.319132,103.908293
GROWATT,UPC-03,SKN8524-NB1P5,5.1,17.25543,104.18366
GROWATT,UPC-03,KKN8648-NB1P5,5,16.7372,102.80447
GROWATT,UPC-03,KLS1924-NB1P5,5,16.62126,103.99834
GROWATT,UPC-03,NKP8554-NB1P5,5,17.16426,104.77563
GROWATT,UPC-03,UDT1912-NB1P5,5,17.26844,102.87401
GROWATT,UPC-03,UDT1983-NB1P5,5,17.120924,102.963535
GROWATT,UPC-03,UDT6730-NB1P5,5,16.96094,103.16913
GROWATT,UPC-03,UDT7103-NB1P4,5,17.41567,102.785889
GROWATT,UPC-03,UDT8591-NB1P5,5,17.10058,102.94276
GROWATT,UPC-03,UDT8596-NB1P5,5,17.5078,102.80104
GROWATT,UPC-03,KKN0503-NB1P5,4.98,16.430278,102.810833
GROWATT,UPC-03,BKN1612-NB1P5,4.92,18.071899,103.450971
GROWATT,UPC-03,BKN6741-NB1P5,4.92,18.05309,103.61163
GROWATT,UPC-03,KKN1621-NB1P5,4.92,16.42,102.806
GROWATT,UPC-03,KKN1972-NB1P5,4.92,16.4378,102.68796
GROWATT,UPC-03,KKN6744-NB1P5,4.92,16.70858,101.9472
GROWATT,UPC-03,KKN7194-NB1P5,4.92,16.66531,103.09009
GROWATT,UPC-03,KKN8563-NB1P5,4.92,16.421,102.779
GROWATT,UPC-03,KKN8564-NB1P5,4.92,16.44671,102.833
GROWATT,UPC-03,KKN8579-NB1P5,4.92,16.563,102.106
GROWATT,UPC-03,KLS1904-NB1P5,4.92,16.41794,103.56906
GROWATT,UPC-03,KLS1933-NB1P5,4.92,16.38752,103.54675
GROWATT,UPC-03,KLS6717-NB1P5,4.92,16.49287,104.05183
GROWATT,UPC-03,NKP8513-NB1P5,4.92,17.96044,104.21582
GROWATT,UPC-03,SKN1603-NB1P5,4.92,17.134,104.087
GROWATT,UPC-03,SKN8529-NB1P5,4.92,17.469,103.47688
GROWATT,UPC-03,SKN8536-NB1P5,4.92,17.54003,103.94461
GROWATT,UPC-03,BKN6716-NB1P5,4.14,18.3024,103.65326
GROWATT,UPC-03,KKN1900-NB1P4,4.14,16.48043,102.86772
GROWATT,UPC-03,KKN1901-NB1P4,4.14,16.46385,102.86964
GROWATT,UPC-03,KKN1973-NB1P4,4.14,16.58526,102.1123
GROWATT,UPC-03,KKN6716-NB1P4,4.14,16.09866,102.58273
GROWATT,UPC-03,KKN6737-NB1P4,4.14,16.82424,102.10542
GROWATT,UPC-03,KLS1912-NB1P4,4.14,16.665306,103.822149
GROWATT,UPC-03,KLS1930-NB1P4,4.14,16.25917,103.66598
GROWATT,UPC-03,LOI1900-NB1P4,4.14,17.48464,101.71681
GROWATT,UPC-03,LOI6763-NB1P4,4.14,17.73149,101.40648
GROWATT,UPC-03,SKN1945-NB1P4,4.14,17.59328,103.83976
GROWATT,UPC-03,UDT1986-NB1P4,4.14,17.35672,103.17771
GROWATT,UPC-03,BKN6701-NB1P4,4.1,18.299,103.306
GROWATT,UPC-03,BKN6720-NB1P4,4.1,17.95706,103.77478
GROWATT,UPC-03,BKN6725-NB1P4,4.1,18.315979,103.532091
GROWATT,UPC-03,BKN6740-NB1P4,4.1,18.07987,103.74091
GROWATT,UPC-03,KKN1611-NB1P4,4.1,16.414748,102.854706
GROWATT,UPC-03,KKN1978-NB1P4,4.1,16.17427,102.69188
GROWATT,UPC-03,KKN6732-NB1P4,4.1,16.46516,102.28671
GROWATT,UPC-03,KKN6755-NB1P4,4.1,16.80901,102.69252
GROWATT,UPC-03,KKN7006-NB1P4,4.1,16.409485,102.805227
GROWATT,UPC-03,KKN7101-NB1P4,4.1,16.414329,102.842286
GROWATT,UPC-03,KKN7115-NB1P4,4.1,16.465713,102.798785
GROWATT,UPC-03,KKN7116-NB1P4,4.1,16.480077,102.804167
GROWATT,UPC-03,KKN8518-NB1P4,4.1,16.42636,102.8395
GROWATT,UPC-03,KKN8527-NB1P4,4.1,16.405861,102.812131
GROWATT,UPC-03,KKN8539-NB1P4,4.1,16.372167,102.808172
GROWATT,UPC-03,KKN8560-NB1P4,4.1,16.509055,102.831647
GROWATT,UPC-03,KKN8572-NB1P4,4.1,16.335066,102.799204
GROWATT,UPC-03,KKN8575-NB1P4,4.1,16.549422,102.092118
GROWATT,UPC-03,KKN8604-NB1P4,4.1,16.428131,102.848641
GROWATT,UPC-03,KLS1604-NB1P4,4.1,16.467378,103.556195
GROWATT,UPC-03,KLS1609-NB1P4,4.1,16.63897,103.90992
GROWATT,UPC-03,KLS1621-NB1P4,4.1,16.68481,104.06777
GROWATT,UPC-03,KLS6700-NB1P4,4.1,16.811892,103.376574
GROWATT,UPC-03,KLS7239-NB1P4,4.1,16.37234,103.68506
GROWATT,UPC-03,LOI8501-NB1P4,4.1,17.496,101.713
GROWATT,UPC-03,LOI8510-NB1P4,4.1,17.303,101.794
GROWATT,UPC-03,NBL1603-NB1P4,4.1,17.29,102.277
GROWATT,UPC-03,NBL1607-NB1P4,4.1,16.894,102.215
GROWATT,UPC-03,NBL1610-NB1P4,4.1,17.19814,102.459462
GROWATT,UPC-03,NBL8512-NB1P4,4.1,16.964,102.274
GROWATT,UPC-03,UDT7005-NB1P4,4.1,17.3942,102.82
GROWATT,UPC-03,UDT7155-NB1P5,4.1,17.4122,102.81356
GROWATT,UPC-03,UDT7252-NB1P4,4.1,17.40533,102.83305
GROWATT,UPC-03,UDT8524-NB1P4,4.1,17.422,102.805
GROWATT,UPC-03,UDT8528-NB1P4,4.1,17.403,102.815
GROWATT,UPC-03,BKN1611-NB1P4,4.08,18.1837,103.74474
GROWATT,UPC-03,BKN6707-NB1P4,4.08,18.053,104.128
GROWATT,UPC-03,BKN6711-NB1P4,4.08,18.278,103.859
GROWATT,UPC-03,BKN7219-NB1P4,4.08,18.351,103.629
GROWATT,UPC-03,KKN1909-NB1P4,4.08,16.55292,102.76872
GROWATT,UPC-03,KKN6721-NB1P4,4.08,16.38014,102.85043
GROWATT,UPC-03,KKN6761-NB1P4,4.08,16.74632,102.84527
GROWATT,UPC-03,KKN6834-NB1P4,4.08,16.43824,102.71249
GROWATT,UPC-03,KKN7117-NB1P4,4.08,16.45815,102.82195
GROWATT,UPC-03,KLS1902-NB1P4,4.08,16.49871,103.44403
GROWATT,UPC-03,KLS6718-NB1P4,4.08,16.56369,104.01244
GROWATT,UPC-03,KLS6747-NB1P4,4.08,16.773,103.691
GROWATT,UPC-03,KLS7195-NB1P4,4.08,16.440979,102.821752
GROWATT,UPC-03,LOI6710-NB1P4,4.08,17.801,101.943
GROWATT,UPC-03,LOI6728-NB1P4,4.08,17.65692,101.34344
GROWATT,UPC-03,NKI8500-NB1P4,4.08,17.88632,102.75701
GROWATT,UPC-03,NKI8519-NB1P4,4.08,17.850288,102.730233
GROWATT,UPC-03,NKP6716-NB1P4,4.08,17.9922,104.1778
GROWATT,UPC-03,NKP6730-NB1P4,4.08,17.8065,104.35799
GROWATT,UPC-03,SKN1607-NB1P4,4.08,17.58057,103.544608
GROWATT,UPC-03,SKN1932-NB1P4,4.08,17.04791,104.09841
GROWATT,UPC-03,SKN3011-NB1P4,4.08,17.37546,103.79444
GROWATT,UPC-03,SKN6764-NB1P4,4.08,17.048729,104.186419
GROWATT,UPC-03,SKN8552-NB1P4,4.08,17.300336,104.118232
GROWATT,UPC-03,UDT1913-NB1P4,4.08,17.2551,102.82
GROWATT,UPC-03,BKN6709-NB1P4,4,18.0117,103.87149
GROWATT,UPC-03,KKN6700-NB1P4,4,16.18636,102.55914
GROWATT,UPC-03,KKN8659-NB1P4,4,16.09056,102.74006
GROWATT,UPC-03,NBL6704-NB1P4,4,17.20406,102.44068
GROWATT,UPC-03,NKI1918-NB1P4,4,17.7739,102.587
GROWATT,UPC-03,UDT1902-NB1P4,4,17.41567,102.78589
GROWATT,UPC-07,NKT8625-NB1P5,5.5,14.044,100.244
GROWATT,UPC-07,RCB1013-NB1P5,5.5,13.618,99.586
GROWATT,UPC-07,RCB1029-NB1P5,5.5,13.788,99.837
GROWATT,UPC-07,RCB1203-NB1P5,5.5,13.511,99.719
GROWATT,UPC-07,RCB1210-NB1P5,5.5,13.443,99.729
GROWATT,UPC-07,RCB8561-NB1P5,5.5,13.611,99.838
GROWATT,UPC-07,SMK0010-NB1P5,5.5,13.658,100.275
GROWATT,UPC-07,SMK1018-NB1P5,5.5,13.526,100.15
GROWATT,UPC-07,SMK1101-NB1P5,5.5,13.6,100.282
GROWATT,UPC-07,SMK8504-NB1P5,5.5,13.555,100.257
GROWATT,UPC-07,SMK8511-NB1P5,5.5,13.567,100.282
GROWATT,UPC-07,SMK8577-NB1P5,5.5,13.64,100.297
GROWATT,UPC-02,KPP6723-NB1P5,5.3,16.48344,99.52153
GROWATT,UPC-02,KPP1905-NB1P5,5.18,16.4,99.5
GROWATT,UPC-02,KPP6707-NB1P4,5.18,16.48344,99.52153
GROWATT,UPC-02,PCB1903-NB1P5,5.18,15.7391,101.10341
GROWATT,UPC-02,PCB1904-NB1P5,5.18,16.400265,101.170226
GROWATT,UPC-02,PCB1927-NB1P5,5.18,16.33964,101.18386
GROWATT,UPC-02,PCB6709-NB1P5,5.18,16.39232,101.23885
GROWATT,UPC-02,PCB6717-NB1P5,5.18,15.527,101.18192
GROWATT,UPC-02,PCB6731-NB1P5,5.18,17.00322,101.37149
GROWATT,UPC-02,PCB6737-NB1P5,5.18,16.69212,101.28349
GROWATT,UPC-02,PCB6741-NB1P5,5.18,16.41904,101.16056
GROWATT,UPC-02,PCB6745-NB1P5,5.18,16.179286,101.148079
GROWATT,UPC-02,PCB6752-NB1P5,5.18,16.959168,101.21889
GROWATT,UPC-02,PCB8569-NB1P5,5.18,16.41904,101.16056
GROWATT,UPC-02,PCB8800-NB1P5,5.18,16.18861,100.86116
GROWATT,UPC-02,PCT6706-NB1P5,5.18,16.44184,100.34879
GROWATT,UPC-02,PCT6707-NB1P5,5.18,16.44184,100.34879
GROWATT,UPC-02,PCT6743-NB1P5,5.18,16.30987,100.02237
GROWATT,UPC-02,PCT6744-NB1P5,5.18,15.96848,100.26132
GROWATT,UPC-02,PCT8600-NB1P5,5.18,16.4646,100.14718
GROWATT,UPC-02,PSN1980-NB1P5,5.18,16.72746,100.24124
GROWATT,UPC-02,SKT6732-NB1P5,5.18,16.76141,99.82684
GROWATT,UPC-02,SKT6742-NB1P5,5.18,17.18161,99.8316
GROWATT,UPC-02,SKT6746-NB1P5,5.18,17.28094,99.84631
GROWATT,UPC-02,SKT8800-NB1P5,5.18,16.844,99.933
GROWATT,UPC-02,UTR1928-NB1P5,5.18,17.57845,100.10967
GROWATT,UPC-02,UTR1929-NB1P5,5.18,17.50188,100.11829
GROWATT,UPC-02,UTR6701-NB1P5,5.18,17.38856,100.10152
GROWATT,UPC-02,UTR6718-NB1P5,5.18,17.64581,100.14097
GROWATT,UPC-02,UTR6729-NB1P5,5.18,17.63095,100.11253
GROWATT,UPC-02,UTR6731-NB1P5,5.18,17.40862,100.10003
GROWATT,UPC-02,PCT6711-NB1P5,5.16,16.44184,100.21667
GROWATT,UPC-02,KPP1901-NB1P5,5.14,16.48344,99.52153
GROWATT,UPC-02,KPP6710-NB1P4,5.14,16.23999,99.88999
GROWATT,UPC-02,TAK6718-NB1P5,5.14,16.29713,98.71471
GROWATT,UPC-02,KPP1600-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP1601-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP1608-NB1P4,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP1610-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP1619-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP1922-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP6744-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP6747-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP7186-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP7246-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP8505-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP8510-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP8801-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,KPP8856-NB1P5,5.1,16.48344,99.52153
GROWATT,UPC-02,PCT8589-NB1P5,5.1,16.44184,100.34879
GROWATT,UPC-02,TAK6730-NB1P5,5.1,16.82222,99.0853
GROWATT,UPC-02,TAK6738-NB1P5,5.1,16.86968,99.12898
GROWATT,UPC-02,TAK8523-NB1P5,5.1,16.86968,99.12898
GROWATT,UPC-02,TAK8525-NB1P5,5.1,16.86968,99.12898
GROWATT,UPC-02,TAK8802-NB1P5,5.1,16.86968,99.12898
GROWATT,UPC-02,TAK8806-NB1P5,5.1,16.86968,99.12898
GROWATT,UPC-02,UTR6761-NB1P5,5.1,17.62557,100.09421
GROWATT,UPC-02,PCB1623-NB1P5,5,16.44011,101.20424
GROWATT,UPC-02,KPP1603-NB1P5,4.92,16.48344,99.52153
GROWATT,UPC-02,KPP1607-NB1P5,4.92,16.48344,99.52153
GROWATT,UPC-02,KPP1614-NB1P5,4.92,16.48344,99.52153
GROWATT,UPC-02,PCB1624-NB1P5,4.92,16.445008,101.256326
GROWATT,UPC-02,PCB1707-NB1P5,4.92,16.74998,101.21076
GROWATT,UPC-02,PCT6721-NB1P5,4.92,16.441839,100.348793
GROWATT,UPC-02,PSN1605-NB1P5,4.92,16.8917,100.28652
GROWATT,UPC-02,PSN1616-NB1P5,4.92,16.865952,100.253019
GROWATT,UPC-02,PSN1621-NB1P5,4.92,16.748243,100.2058
GROWATT,UPC-02,PSN1624-NB1P5,4.92,17.18186,100.07042
GROWATT,UPC-02,PSN8519-NB1P5,4.92,16.809593,100.228159
GROWATT,UPC-02,PSN8523-NB1P5,4.92,16.83578,100.39836
GROWATT,UPC-02,PSN8552-NB1P4,4.92,16.80542,100.20776
GROWATT,UPC-02,PSN8800-NB1P5,4.92,16.95166,100.12487
GROWATT,UPC-02,SKT1600-NB1P5,4.92,16.83859,99.801
GROWATT,UPC-02,SKT1611-NB1P5,4.92,17.42945,99.71295
GROWATT,UPC-02,SKT1612-NB1P5,4.92,17.00778,99.823
GROWATT,UPC-02,SKT8522-NB1P5,4.92,17.29927,99.83564
GROWATT,UPC-02,SKT8536-NB1P5,4.92,17.261751,99.844431
GROWATT,UPC-02,TAK6704-NB1P5,4.92,16.72978,98.56561
GROWATT,UPC-02,TAK6729-NB1P5,4.92,16.86968,99.128983
GROWATT,UPC-02,TAK6763A-NB1P5,4.92,16.55276,98.69786
GROWATT,UPC-02,TAK7239-NB1P5,4.92,16.86968,99.12898
GROWATT,UPC-02,UTR1601-NB1P5,4.92,17.669532,100.207999
GROWATT,UPC-02,UTR1605-NB1P5,4.92,17.72994,100.6824
GROWATT,UPC-02,UTR1613-NB1P5,4.92,17.598006,100.052257
GROWATT,UPC-02,UTR6754-NB1P5,4.92,17.695956,100.635029
GROWATT,UPC-02,UTR8519-NB1P5,4.92,17.652419,100.041366
GROWATT,UPC-02,UTR8537-NB1P5,4.92,17.64724,100.07882
GROWATT,UPC-02,KPP6706-NB1P4,4.14,16.46667,99.95
GROWATT,UPC-02,KPP6746-NB1P4,4.14,16.33333,99.78333
GROWATT,UPC-02,KPP6760-NB1P4,4.14,16.48344,99.52153
GROWATT,UPC-02,KPP6820-NB1P4,4.14,15.98333,99.83333
GROWATT,UPC-02,KPP7188-NB1P4,4.14,16.2146,99.89058
GROWATT,UPC-02,PCB6723-NB1P4,4.14,15.59886,100.97865
GROWATT,UPC-02,PCB6730-NB1P4,4.14,16.94808,101.18275
GROWATT,UPC-02,PCB6739-NB1P4,4.14,16.58682,101.25087
GROWATT,UPC-02,PCB6743-NB1P4,4.14,16.41904,101.16056
GROWATT,UPC-02,PCB6749-NB1P4,4.14,15.91667,101.16056
GROWATT,UPC-02,PCB6767-NB1P4,4.14,16.87192,101.32674
GROWATT,UPC-02,PCB6778-NB1P4,4.14,16.027975,101.075561
GROWATT,UPC-02,PCB6791-NB1P4,4.14,16.85085,101.19602
GROWATT,UPC-02,PCB7181-NB1P4,4.14,15.658085,100.931498
GROWATT,UPC-02,PCB8593-NB1P4,4.14,16.88244,101.18212
GROWATT,UPC-02,PCT6701-NB1P4,4.14,16.43496,100.49206
GROWATT,UPC-02,PCT6717-NB1P4,4.14,16.26825,100.1822
GROWATT,UPC-02,PCT6718-NB1P4,4.14,16.4334,100.11035
GROWATT,UPC-02,PCT6723-NB1P4,4.14,15.998505,100.421033
GROWATT,UPC-02,PCT6724-NB1P4,4.14,15.98043,100.57814
